medallion,hack_license,vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,rate_code,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,credit_card
DECDD8770BA3D9B1F6E2C1E3F0AFC5BF,A8CFE1FBF75BD82AB4740222F8D2BDAF,CMT,CSH,4.00,0.50,0.50,0.00,0.00,5.00,1,2013-01-14 00:35:54,2013-01-14 00:38:46,1,172,0.60,-73.982109,40.759605,-73.990448,40.756618,
B64106106D038C470ABBE0CE3AD67517,5EE28AD3EFAF1F2253D73152FDB002AF,CMT,CSH,6.00,0.50,0.50,0.00,0.00,7.00,1,2013-01-10 04:56:35,2013-01-10 05:01:26,3,290,1.20,-73.952148,40.790157,-73.953171,40.802193,
5F51FBB48C81546C52B59AD2CE227450,7FF0A62E709FD709694788D0F3E57118,CMT,CSH,11.00,0.00,0.50,0.00,0.00,11.50,1,2013-01-10 13:33:55,2013-01-10 13:50:26,1,991,1.30,-73.969299,40.754131,-73.984108,40.761497,
5F51FBB48C81546C52B59AD2CE227450,7FF0A62E709FD709694788D0F3E57118,CMT,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-10 14:57:56,2013-01-10 15:00:58,1,182,0.30,-73.992485,40.748646,-73.994713,40.750492,
9F8746A9C99CE479B8DA6E66BD1CC3A5,8B9232BE5C8F78C73BA863BE3BBD5B64,CMT,CSH,4.50,1.00,0.50,0.00,0.00,6.00,1,2013-01-10 16:01:17,2013-01-10 16:03:45,1,147,0.70,-73.960442,40.769646,-73.954933,40.779305,
9F8746A9C99CE479B8DA6E66BD1CC3A5,8B9232BE5C8F78C73BA863BE3BBD5B64,CMT,CSH,4.50,1.00,0.50,0.00,0.00,7.0,1,2013-01-10 16:01:17,2013-01-10 16:03:45,1,147,0.70,-73.960442,40.769646,-73.954933,40.779305,
5F51FBB48C81546C52B59AD2CE227450,7FF0A62E709FD709694788D0F3E57118,CMT,CSH,9.50,0.00,0.50,0.00,0.00,10.00,1,2013-01-10 11:54:39,2013-01-10 12:07:39,1,780,1.00,-73.966248,40.756489,-73.975159,40.765312,
AA4E51F8D2B31B6E91DA37C7A9D1746E,E0BF7CE1669200DB9FD4B307FE694E7F,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-10 10:38:55,2013-01-10 10:44:58,1,362,0.90,-73.953949,40.770420,-73.957382,40.780502,
FA84D88FEE2D47AAB38BA17B61CF7AA2,295692DA5D0498F9C9B7325D68A7822E,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-10 06:11:59,2013-01-10 06:13:04,1,64,0.40,-73.959846,40.758499,-73.955765,40.764095,
57620FB7786B35FDEE1F99BB3F438FD7,F72F79D2EF537D1FF75792B9C668F8B8,VTS,CSH,10.50,0.00,0.50,0.00,0.00,11.00,1,2013-01-13 15:20:00,2013-01-13 15:32:00,1,720,2.35,-73.973663,40.764042,-73.981003,40.738049,
AA011AAB09733F9EE76DD352BF0E4BF4,C90C0F8F95E1264D9EF380F39F87E0E9,VTS,CSH,17.50,0.00,0.50,0.00,0.00,18.00,1,2013-01-13 15:02:00,2013-01-13 15:28:00,1,1560,2.71,-74.000389,40.721207,-73.992126,40.688992,
34F9EE575945A2C7C3E07AF6EE097F22,DA2DB75BBD832BFB38FC5D5474F511F0,VTS,CSH,33.00,0.00,0.50,0.00,0.00,33.50,1,2013-01-13 15:07:00,2013-01-13 15:32:00,1,1500,10.75,-73.776802,40.645206,-73.702469,40.588291,
80F732B990A7E37633782074F64AEF8B,8760E287EB571309D1735382A5344100,VTS,CRD,7.50,0.00,0.50,1.50,0.00,9.50,1,2013-01-13 15:24:00,2013-01-13 15:32:00,1,480,1.48,-73.964851,40.755611,-73.966835,40.769936,5440739573941820
6A93FF15889040D91669E5C305F229E5,781ED68D9C030D2DD1A363CB0711AE02,VTS,CRD,11.50,0.00,0.50,0.00,0.00,12.00,1,2013-01-13 15:22:00,2013-01-13 15:32:00,6,600,2.84,-73.953651,40.822193,-73.975098,40.789986,346730995176273
5FF9BDEA1A1F819863EAA981D86966C2,8B9B855666A59B0801538A25D2B1D8F2,VTS,CRD,6.00,0.00,0.50,1.20,0.00,7.70,1,2013-01-13 15:26:00,2013-01-13 15:33:00,6,420,0.73,-73.987717,40.749786,-73.986076,40.745964,5487249221572559
0CC4D181FF050AE7238AAA956DF1096D,4D462DA2279D8F6A8C812A0C9B0416D4,VTS,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-13 15:29:00,2013-01-13 15:33:00,1,240,1.28,-74.007790,40.742725,-73.996292,40.758621,
AC496252AF3119662DEDBFD24A70E83B,D8C30F3302975DE509008CD20BC4BB09,VTS,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-13 15:28:00,2013-01-13 15:31:00,4,180,0.36,-73.979836,40.754681,-73.985939,40.756268,
DA762BC1726279AEFF7FE646E66BAB97,7EC301F2AB0F5E1997ACA87DB328D3C4,VTS,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-13 15:26:00,2013-01-13 15:30:00,5,240,1.32,-73.957954,40.773304,-73.953995,40.787189,
863E4EFDD34E04695CFC663F483D81B6,95FA10BB00ECCEC17469C21F7E79BD0B,VTS,CSH,16.50,0.00,0.50,0.00,0.00,17.00,1,2013-01-13 15:16:00,2013-01-13 15:33:00,1,1020,4.39,-73.988976,40.742264,-73.945854,40.777622,
91D356E294A21DF3E8CEFA4FC2D1345F,371FE6E4FEF30ECE22CBE043E02CFD2D,VTS,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-13 15:31:00,2013-01-13 15:37:00,2,360,0.60,-73.991760,40.755852,-74.000214,40.757488,
C5CE1864D4E5AFEE683CC5B2FAA05A80,8D88CA1C0874002D34DFD22582EEC897,VTS,CSH,9.00,0.00,0.50,0.00,0.00,9.50,1,2013-01-13 15:22:00,2013-01-13 15:31:00,6,540,1.75,-73.952873,40.783127,-73.972366,40.796528,
B4D42419A3306166A0C953F5113C95CA,4D7172BFF2D89996708FC7CBF318D128,VTS,CRD,17.00,0.00,0.50,3.40,0.00,20.90,1,2013-01-13 15:20:00,2013-01-13 15:32:00,6,720,5.25,-73.967934,40.802570,-73.930847,40.864960,4532861219352691
8139A6C9596767B37F84DACB7E200BDD,85288A943550E650171777BD3979E758,VTS,CRD,13.00,0.00,0.50,2.60,0.00,16.10,1,2013-01-13 15:20:00,2013-01-13 15:35:00,3,900,2.85,-73.985184,40.767635,-73.951553,40.771839,4024007116545111
9962D4F0BEBA24A8632CBA17585E4663,7B858447B24D1C2720A01E1280C49988,VTS,CRD,34.00,0.00,0.50,6.80,4.80,46.10,1,2013-01-13 15:02:00,2013-01-13 15:34:00,6,1920,10.57,-73.862717,40.768848,-73.993950,40.758202,4539428746543227
62099C3783738399C97EE0D4E35A3F0A,0BDB857DCD33B00CDEC14B171231DDC3,VTS,CSH,12.00,0.00,0.50,0.00,0.00,12.50,1,2013-01-13 15:07:00,2013-01-13 15:21:00,1,840,2.51,-73.976402,40.790878,-73.968437,40.764797,
716A65DC0B0715972933553192F24FD8,A632CF385217469079056C266C065DE4,VTS,CRD,9.00,0.00,0.50,1.50,0.00,11.00,1,2013-01-13 15:25:00,2013-01-13 15:34:00,1,540,2.09,-73.978577,40.745148,-73.963631,40.765568,4532043963121370
F051BFCF7C2F3D875B396377FF865E7C,015E4BDDAB23EED400CCA4E529E69996,VTS,CSH,9.50,0.00,0.50,0.00,0.00,10.00,1,2013-01-13 15:24:00,2013-01-13 15:33:00,1,540,2.03,-73.980087,40.775551,-73.958542,40.781273,
DD2ADB3DABFA92EE41314FD28C8B1A68,6551D2A3733201EF738E8C2389D1784A,VTS,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-13 15:26:00,2013-01-13 15:34:00,1,480,0.20,-74.002045,40.724655,-73.989296,40.747623,
5990F439F35388DA4AFAF91E85E338AF,92DA6609565D54E4165DB748B300C443,VTS,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-13 15:26:00,2013-01-13 15:32:00,1,360,0.93,-73.947357,40.776100,-73.961266,40.777832,
CB479EF8E5362535EBDD617136B2D2D8,3D3F0FC33036ED83D83D05C939E097CF,VTS,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-13 15:28:00,2013-01-13 15:33:00,1,300,1.28,-73.970299,40.756256,-73.959740,40.771076,
6050995479B5C5FBD109347E1D1803F0,C075F7FC373789CBCDCAFC1CC6A83EF5,VTS,CRD,25.50,0.00,0.50,5.10,4.80,35.90,1,2013-01-13 15:23:00,2013-01-13 15:39:00,6,960,8.88,-73.874512,40.773987,-73.966316,40.754036,5233197082132707
17A181BBBA33F2D7D45D975CD9DAF2E2,887E3F3A0C56A788B9B8DA19832A021A,VTS,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-13 15:26:00,2013-01-13 15:35:00,1,540,1.87,-73.973869,40.763084,-73.989700,40.739166,
7B7B36D82819A97757814B8FCD4A34DA,3D899AAE65616DEC5D604A9308B80916,VTS,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-13 16:12:00,2013-01-13 16:21:00,1,540,1.01,-73.977608,40.742458,-73.980896,40.730583,
124FF99D9330F4366E806B3BFB039D71,0CB9AB091A024268A6566849F6FE04D0,VTS,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-13 16:13:00,2013-01-13 16:23:00,5,600,1.70,-73.978889,40.764462,-73.987968,40.748241,
4C265FE80D14853CEB1D2B989497964D,9D833DE2BD2828288292C1AE831AED36,VTS,CSH,52.00,0.00,0.50,0.00,4.80,57.30,2,2013-01-13 15:48:00,2013-01-13 16:28:00,1,2400,19.81,-73.972321,40.796429,-73.787140,40.641026,
C2DEADDEF7389342F257E61A6D3DB01A,071B87EBA88764FAD7C5694362B93168,VTS,CSH,8.00,0.00,0.50,0.00,0.00,8.50,1,2013-01-13 16:12:00,2013-01-13 16:19:00,1,420,1.80,-73.956688,40.766705,-73.971794,40.782051,
BDAB957909D0FA11D183578780C9F952,010149C4A7812863669DB7DBFC91ED60,VTS,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-13 16:15:00,2013-01-13 16:23:00,1,480,1.14,-73.991562,40.754616,-73.981941,40.745724,
DDBFC33EB42056E1DFC8E8F356EE5527,E28DC53192CF66EB06A47FD67B2E96B0,VTS,CRD,9.50,0.00,0.50,0.00,0.00,10.00,1,2013-01-13 16:13:00,2013-01-13 16:25:00,1,720,1.39,-73.980911,40.774536,-73.963959,40.765198,4024007106409369
E097412FE23295A691BEEE56F28FB9E2,F4A080C74006E24AF3B6CA978CB9BEF9,VTS,CRD,18.00,0.00,0.50,3.00,0.00,21.50,1,2013-01-13 16:04:00,2013-01-13 16:24:00,1,1200,4.93,-74.001862,40.735268,-73.970932,40.783390,373695666732710
79E434484F84B19178B322DB02E36409,A0D11A1E4DA0FBB4A698E2B78D4555AA,VTS,CRD,30.00,0.00,0.50,7.50,4.80,42.80,1,2013-01-13 16:01:00,2013-01-13 16:25:00,1,1440,9.95,-73.862816,40.769089,-73.989342,40.758034,4716335133892841
826C85C1A493354E1948799FAC21C337,53E68E8A1BA9EAACE041357FCD756BCE,VTS,CRD,8.00,0.00,0.50,0.85,0.00,9.35,1,2013-01-13 13:22:00,2013-01-13 13:31:00,2,540,1.43,-73.951164,40.774433,-73.953293,40.788403,5256583702197125
B73051DF7093FABD082CF7B4DE32F190,3A0A14B39A561926129EB89E75A3204A,VTS,CRD,15.00,0.00,0.50,3.00,0.00,18.50,1,2013-01-13 16:09:00,2013-01-13 16:24:00,1,900,4.30,-73.968765,40.754578,-73.956917,40.801750,4916337035210948
C8CD0A6175F638A2F3A2481ADFEC6B94,890A3FC46A573B071436F93587302789,VTS,CRD,52.00,0.00,0.50,10.40,4.80,67.70,2,2013-01-13 15:56:00,2013-01-13 16:25:00,2,1740,17.27,-73.782295,40.644630,-73.975082,40.749821,340494555912629
A4AAADCE2C0EF86ECA81EC64A56CF543,77EA8A01D4C3FE4C3CB9D26B54E0E25F,VTS,CRD,7.50,0.00,0.50,1.50,0.00,9.50,1,2013-01-13 16:19:00,2013-01-13 16:26:00,1,420,1.67,-73.992897,40.753643,-73.998856,40.734848,5260023451545020
428C74C6A3A44E300833D001BFAAD01E,092B78320C346E90F837C86AB80E11C8,VTS,CRD,11.00,0.00,0.50,2.20,0.00,13.70,1,2013-01-13 16:16:00,2013-01-13 16:28:00,1,720,2.66,-73.985771,40.762074,-73.972351,40.792641,5346538483214806
5041439129E3BB6CBC7B499C0DDE268F,190938609F71EEEC6C4C5B79853D5495,VTS,CRD,6.00,0.00,0.50,1.20,0.00,7.70,1,2013-01-13 16:16:00,2013-01-13 16:21:00,1,300,1.22,-73.984863,40.732521,-73.978638,40.745007,5420194146073962
336BA50C7725399650CD901EEA8C3173,6AF7F4DA758784371EB8AB3FDFDE6337,VTS,CSH,13.00,0.00,0.50,0.00,0.00,13.50,1,2013-01-13 16:09:00,2013-01-13 16:24:00,1,900,2.75,-73.978439,40.753395,-73.975426,40.745285,
113D28C6EF6F520407B47F9C97580A3B,5852E74E3414B115D64C49B3D3ADB416,VTS,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-13 16:21:00,2013-01-13 16:25:00,1,240,1.43,-73.966896,40.752953,-73.955048,40.769154,
7A88CCCFADB60A9809B2DB8C0100F3E4,0B9519D5501D5AF18442A226A8C5CF8E,VTS,CSH,52.00,0.00,0.50,0.00,4.80,57.30,2,2013-01-13 15:52:00,2013-01-13 16:25:00,4,1980,17.81,-73.789200,40.643318,-73.986855,40.749477,
E820983BA5416956608E227B0118D6DD,C8D230022DC9CD7626CFB0910AB8A66D,VTS,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-13 16:22:00,2013-01-13 16:26:00,1,240,0.69,-73.947868,40.775898,-73.957481,40.780010,
DC757F88C465D6D94E8C7BD67E9D41B9,86408E27D40CC71D4757E99A2580846B,VTS,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-13 16:21:00,2013-01-13 16:25:00,1,240,0.86,-73.994911,40.739906,-74.000710,40.746239,
351F5FF3C89025A0BF48A4165A91EF73,4EE9C7F928BD9BE3FC9BAC25FA2E33E7,VTS,CRD,7.50,0.00,0.50,1.00,0.00,9.00,1,2013-01-13 16:22:00,2013-01-13 16:28:00,1,360,1.79,-73.975975,40.760834,-73.959015,40.780579,4539896151355271
8D491E0CB7DFCB146C037EF5386BD67E,93B2ED4B5ADA973D05EED1A80333D92E,VTS,CRD,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-13 16:24:00,2013-01-13 16:26:00,1,120,0.80,-73.993767,40.762016,-73.989738,40.767498,4916776381099415
2A206801A42E7E225C917753FC0DD27D,32DDCDE76F12CFC1EB8E4B900E85CD13,VTS,CSH,35.00,0.00,0.50,0.00,4.80,40.30,1,2013-01-13 16:01:00,2013-01-13 16:27:00,1,1560,11.70,-73.870941,40.773758,-73.988075,40.745872,
EC5BFA0833916492209A84280A4CA7FA,6CB00A05E3311C115E5D3D39F5FE87C2,VTS,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-13 16:05:00,2013-01-13 16:08:00,1,180,0.54,-73.979401,40.743923,-73.974655,40.746143,
718C669EAB8443193DBAB820DDE27489,366766826716FE05E0EA440A8FA13E03,VTS,CSH,9.50,0.00,0.50,0.00,0.00,10.00,1,2013-01-13 16:15:00,2013-01-13 16:27:00,3,720,1.80,-73.973892,40.747360,-73.998352,40.760017,
A9B68F086A4DE47FE4F3E0C8ED2C6324,8C3E29C72E438A17E482E4F5765AD234,VTS,CRD,5.50,0.00,0.50,1.00,0.00,7.00,1,2013-01-13 16:20asdf,2013-01-13 16:25asdf,1,300,0.91,-73.965782,40.795502,-73.974617,40.790009,4716084028228998
DD201ED470BCF3F7E08D5AA473FF0DC8,FFF20BA1518E14B3B23F79DDDE1CA7E6,VTS,CRD,8.00,0.00,0.50,1.00,0.00,9.50,1,2013-01-13 16:18:00,2013-01-13 16:27:00,1,540,1.46,-73.974480,40.755951,-73.989380,40.741226,4556642962548169
455853347D3BB7FABDD1FE87016DE741,E9DC1ACEF4E8E1DF83CD5196FD296012,VTS,CSH,16.00,0.00,0.50,0.00,0.00,16.50,1,2013-01-13 16:05:00,2013-01-13 16:24:00,6,1140,4.05,-73.997200,40.736767,-73.955994,40.772655,
E9DFAA0D0B0B8CE49835A11B3BC18267,9CA628DA4A50D20C14B34A907448AF21,VTS,CRD,4.50,0.00,0.50,1.00,0.00,6.00,1,2013-01-13 16:26:00,2013-01-13 16:29:00,1,180,0.78,-73.984383,40.737045,-73.978088,40.745770,4539414558148032
C6B18485E735FCF9B7E32AC7B1DAD3ED,8DA9C0428A748E09EFE79A7CCC465BF8,VTS,CRD,10.00,0.00,0.50,2.50,0.00,13.00,1,2013-01-13 16:15:00,2013-01-13 16:26:00,1,660,2.21,-73.997543,40.721172,-73.992828,40.746113,4532023565357945
FDD65AC3468B2A12AF0D3577D64FBF76,D3F049757A7934973F22A4E15A909581,VTS,CSH,9.00,0.00,0.50,0.00,0.00,9.50,1,2013-01-13 16:18:00,2013-01-13 16:28:00,3,600,1.81,-73.972733,40.780853,-73.986343,40.762260,
8C2224F05A146222EECBD015CC731851,4FA5C0DA78285088E08D489FE73A2F42,VTS,CRD,10.00,0.00,0.50,2.50,0.00,13.00,1,2013-01-13 16:16:00,2013-01-13 16:24:00,1,480,2.71,-74.011848,40.720257,-74.000000,40.753471,5258970185771625
37228BB665C0CCBC77472F6E673AE82E,95A392022CADEA974D05492E51B0B7C4,VTS,CRD,52.00,0.00,0.50,13.00,0.00,65.50,2,2013-01-13 15:13:00,2013-01-13 16:09:00,1,3360,15.89,-73.979073,40.761700,-73.783020,40.644001,4556785566728057
14841A56DD5215A9C15AADFC8BD9C012,D1CB0110429406582F5910F107713033,VTS,CRD,7.00,0.00,0.50,2.10,0.00,9.60,1,2013-01-13 16:02:00,2013-01-13 16:09:00,4,420,1.24,-73.985550,40.738670,-74.001877,40.724434,4486151351181892
C30903733CBCCA8B97839A082ABF5484,B05BFB3785C927E262929C8D45C5EA45,VTS,CRD,12.50,0.00,0.50,1.00,0.00,14.00,1,2013-01-13 15:52:00,2013-01-13 16:07:00,5,900,2.73,-73.975014,40.755203,-74.000404,40.722343,5566265308671563
C4A13ADAFBB564C142C939BF9A4320E5,5B1E28F091DC1BEB32EAD9293E68E7EB,VTS,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-13 16:04:00,2013-01-13 16:07:00,1,180,0.82,-74.003777,40.732063,-74.003059,40.738991,
784BC08C96E1096012D6A6ACEEDB750D,2C633DB3805D57E195283B96AE3DD2F1,VTS,CSH,16.00,0.00,0.50,0.00,0.00,16.50,1,2013-01-13 15:45:00,2013-01-13 16:06:00,1,1260,3.30,-73.982796,40.764534,-73.980583,40.730461,
CE38B8CE89B8619FCD50CF7BCEC97719,128AC8A67F4BA6ED7119155D5366B91A,VTS,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-13 16:00:00,2013-01-13 16:05:00,1,300,1.11,-73.975876,40.760117,-73.987442,40.749477,
F7DC376A6184BCCED7A3D576799D295E,DE4088ECC193B119D73CECA3453745A4,VTS,CRD,15.50,0.00,0.50,3.10,0.00,19.10,1,2013-01-13 14:49:00,2013-01-13 15:11:00,1,1320,3.15,-73.965202,40.755043,-73.974121,40.737270,4539310554203773
0CE20C6DBE6C812107B07C3AE6370DB2,BE4FE0E98359701AF5E5C0DCC3A7257B,VTS,CRD,18.00,0.00,0.50,1.00,0.00,19.50,1,2013-01-13 14:52:00,2013-01-13 15:12:00,2,1200,4.41,-73.990776,40.756153,-73.943321,40.787666,349168550043694
94DD5A5691E5D26DCE34209B23220CF0,3F1C7EC3C2094BBAA8A014C6D5482F61,VTS,CRD,52.00,0.00,0.50,10.40,4.80,67.70,2,2013-01-13 14:37:00,2013-01-13 15:13:00,1,2160,18.64,-73.783539,40.648636,-73.979141,40.763889,4949674197000209
558FB5FF90FBA39CAC6085E4E4B6609B,C3DACD61D2DA24B0F838BB6597CAC58D,VTS,CRD,19.00,0.00,0.50,3.80,0.00,23.30,1,2013-01-13 14:59:00,2013-01-13 15:11:00,1,720,6.32,-73.870750,40.773636,-73.940842,40.720760,4716822304148038
25C8D6B5EFFDE4FA5ADA1CB89F550209,C17BB818140785ED3F0EBB84776C68DC,CMT,CRD,10.00,0.00,0.50,0.00,0.00,10.50,1,2013-01-19 12:50:01.000,2013-01-19 13:01:59.000,1,718,1.80,-73.997017,40.737549,-73.987572,40.719765,4486276391235505
8201339ED22D2EF093219D39A166346D,FEF65037B33F46C8FECDDDACC0DC9ECE,VTS,CRD,13.00,0.00,0.50,2.60,0.00,16.10,1,2013-01-13 14:57asdf,2013-01-13 15:12asdf,1,900,3.01,-73.984306,40.764393,-73.985153,40.732063,4539843677205861
8201339ED22D2EF093219D39A166346D,FEF65037B33F46C8FECDDDACC0DC9ECE,VTS,CRD,13.00,0.00,0.50,2.60,0.00,17.1,1,2013-01-13 14:57asdf,2013-01-13 15:12asdf,1,900,3.01,-73.984306,40.764393,-73.985153,40.732063,4556643736006054
A5C3E0939258E8763B47DBC75A441A68,CC5A35F7A5DE191EDBDB7860CC297B3C,VTS,CSH,11.00,0.00,0.50,0.00,0.00,11.50,1,2013-01-13 15:03:00,2013-01-13 15:16:00,1,780,2.55,-73.961006,40.796875,-73.949615,40.819954,
23060A45FE9CFAB9F6F62198D214A1D8,F2D22E2B7F2AE643045BBB73A0DF2146,VTS,CRD,17.50,0.00,0.50,3.00,0.00,21.00,1,2013-01-13 14:54:00,2013-01-13 15:12:00,1,1080,4.03,-73.995483,40.754448,-74.015404,40.710117,5575388546483358
FA86473441E4372CFCE507841D7009DD,9BF7F588FE43DACD7566A46459D0EAFE,VTS,CRD,52.00,0.00,0.50,10.40,4.80,67.70,2,2013-01-13 14:36:00,2013-01-13 15:10:00,1,2040,18.42,-73.786980,40.641087,-73.980354,40.762512,4539072359625770
A2E65635B51F4A59C33BAC5C2515F5FD,D4901D468ECC645BE90656CA67E44944,VTS,CRD,22.50,0.00,0.50,2.00,4.80,29.80,1,2013-01-13 14:59:00,2013-01-13 15:11:00,1,720,7.75,-73.946548,40.776657,-73.870308,40.773327,4916101384116134
D0C8EC2010D09EDACFA538B58423340D,AB30246D41338DD8DE4B508BA93BB1E9,VTS,CRD,11.00,0.00,0.50,2.20,0.00,13.70,1,2013-01-13 15:01:00,2013-01-13 15:13:00,1,720,2.29,-73.975517,40.757362,-73.950218,40.777279,36806014948721
7436DA8C032454305CB087EE48D519A6,7D3A4D21E59D10C1F24DA6866E7CBDFC,VTS,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-13 15:05:00,2013-01-13 15:16:00,1,660,1.44,-73.976418,40.751614,-73.990524,40.739998,
B38383F7B0A983220F7B1010C769C018,DDA64A77E83A0FA134865A67788E9700,VTS,CSH,13.00,0.00,0.50,0.00,0.00,13.50,1,2013-01-13 14:59:00,2013-01-13 15:15:00,1,960,2.82,-73.975983,40.776104,-73.976898,40.747295,
1DFC3445A6990A629C2F80FC902B812F,75F47AD5D2DB5761EF1EC4F3EEFEEA59,VTS,CRD,7.50,0.00,0.50,1.50,0.00,9.50,1,2013-01-13 15:09:00,2013-01-13 15:17:00,1,480,1.46,-74.000862,40.757423,-73.985756,40.762691,5465883464880059
125A1E8783A1DE113702DB138C388C24,29C6F8C20ECA834DD52D1C8E0D688626,VTS,CRD,6.50,0.00,0.50,1.30,0.00,8.30,1,2013-01-13 15:09:00,2013-01-13 15:16:00,5,420,1.06,-73.992401,40.743423,-73.995712,40.731792,2100693921398894
7770F0FC780DB0C440F27B5E0A855575,E873B7073F4E223A8E2599585ADBDF59,VTS,CSH,13.50,0.00,0.50,0.00,0.00,14.00,1,2013-01-13 15:01:00,2013-01-13 15:16:00,2,900,3.53,-74.003822,40.725628,-73.990486,40.766541,
1C6C70CC78475DA41DF18E897863F4B0,562E4437B93311AD764B17344145AA9A,VTS,CSH,26.50,0.00,0.50,0.00,0.00,27.00,1,2013-01-13 14:45:00,2013-01-13 15:17:00,2,1920,6.42,-73.980202,40.738892,-73.908051,40.711868,
306F8309AA2509BD24FD0A3688DD4A88,CF99E03B0D04364A5FFA4F08B0535217,VTS,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-13 15:09:00,2013-01-13 15:15:00,1,360,1.19,-74.002586,40.746998,-73.994080,40.761436,
E5E920D707DB53738804EEB284401CFC,60166F0AAA4A8A25DDE9B7A1D27651AE,VTS,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-13 15:13:00,2013-01-13 15:18:00,1,300,1.19,-73.993843,40.728935,-73.995476,40.739094,
2492B535DF3A4A9CD3F682B3E0D3948B,6B6A3587F40ABF5E0FF683F6F508BB89,VTS,CRD,11.00,0.00,0.50,2.20,0.00,13.70,1,2013-01-13 15:00:00,2013-01-13 15:16:00,1,960,1.32,-74.002853,40.733711,-73.998764,40.717106,4546049194059960
A32F4B12D699E84231D390AB0CEB4D52,57E2F6584C3925C7DE9BFC37AEA327E3,VTS,CSH,7.00,0.00,0.50,0.00,0.00,7.50,1,2013-01-13 15:01:00,2013-01-13 15:08:00,5,420,1.29,-74.000679,40.757999,-73.984566,40.759075,
F0081D9560C07C7B3D1AB2747F59FAEE,818F47113FD0A029930208978311F3AF,VTS,CRD,6.00,0.00,0.50,1.00,0.00,7.50,1,2013-01-13 15:14:00,2013-01-13 15:19:00,1,300,1.10,-73.969490,40.769222,-73.974533,40.778156,342480079701125
389A20E67D9E24A76DAE17B8A9B92470,5FF16A2DA76372B6290FD409864EC590,VTS,CRD,4.50,0.00,0.50,1.12,0.00,6.12,1,2013-01-13 15:12:00,2013-01-13 15:16:00,1,240,0.44,-73.998001,40.745850,-73.998001,40.745850,5322308639853115
46C9A8E006F3AEEE91DA3C7A3EEBA550,EFCADE267F285B7542C2E64C813CE26F,VTS,CSH,14.50,0.00,0.50,0.00,0.00,15.00,1,2013-01-13 14:53:00,2013-01-13 15:13:00,1,1200,2.52,-73.988106,40.745819,-73.984612,40.720238,
3944993D129C098D2F5741902B9995C2,091EFDEC30040D22F456728F680DBF26,VTS,CRD,15.00,0.00,0.50,3.00,0.00,18.50,1,2013-01-13 14:58:00,2013-01-13 15:15:00,2,1020,3.44,-73.991035,40.751282,-73.954384,40.765892,4532556433296613
E74B608E9F604C0D4DDCEE0AD79DD208,0A7865362DE225DCD865135FC9FF5F38,VTS,CRD,5.00,0.00,0.50,1.50,0.00,7.00,1,2013-01-13 15:11:00,2013-01-13 15:15:00,1,240,0.92,-73.975830,40.752312,-73.978645,40.742596,379257406363530
71A788D349C8206115457A1574A006A2,F508679D68B7399096FCDE18E10A29E0,VTS,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-13 15:09:00,2013-01-13 15:15:00,2,360,1.04,-73.988785,40.757763,-73.977112,40.759567,
8AC3BD56C4BBE09B58D0E225F62F3F9D,ADA16F15478BD881AE3132EB522E83FF,VTS,CSH,9.00,0.00,0.50,0.00,0.00,9.50,1,2013-01-13 15:07:00,2013-01-13 15:16:00,1,540,1.96,-73.945297,40.783367,-73.945297,40.783367,
582CAF46446FA03320E5178E7BEC1E86,C5A4A177F0B19AE6113FBF1CD6AC0D60,VTS,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-13 15:11:00,2013-01-13 15:14:00,1,180,0.85,-73.970482,40.764641,-73.964806,40.772556,
